Aar;erMann;Kommune;KommNr;Fylke;FylkeNum;BoShHN;BoShHNnum;BoHF;BoHFnum;BoRHF;boRHFnum;Bydel;BydelNum;AntInnb
2007;Kvinner;Hurdal;239;Akershus;2;;;Akershus;15;Boomr Helse Sør-Øst RHF;4;;;1265
2007;Kvinner;Oslo;301;Oslo;3;;;Akershus;15;Boomr Helse Sør-Øst RHF;4;Grorud;10;13047
2007;Kvinner;Oslo;301;Oslo;3;;;Akershus;15;Boomr Helse Sør-Øst RHF;4;Stovner;11;14795
2007;Kvinner;Oslo;301;Oslo;3;;;Akershus;15;Boomr Helse Sør-Øst RHF;4;Alna;12;22948
2007;Kvinner;Oslo;301;Oslo;3;;;OUS;16;Boomr Helse Sør-Øst RHF;4;Nordre Aker;8;22359
2007;Kvinner;Oslo;301;Oslo;3;;;OUS;16;Boomr Helse Sør-Øst RHF;4;Bjerke;9;13272
2007;Kvinner;Oslo;301;Oslo;3;;;OUS;16;Boomr Helse Sør-Øst RHF;4;Østensjø;13;23453
2007;Kvinner;Oslo;301;Oslo;3;;;OUS;16;Boomr Helse Sør-Øst RHF;4;Nordstrand;14;23344
2007;Kvinner;Oslo;301;Oslo;3;;;OUS;16;Boomr Helse Sør-Øst RHF;4;Søndre Nordstrand;15;17546
2007;Kvinner;Oslo;301;Oslo;3;;;OUS;16;Boomr Helse Sør-Øst RHF;4;Marka;17;790
2007;Kvinner;Oslo;301;Oslo;3;;;OUS;16;Boomr Helse Sør-Øst RHF;4;Uoppgitt bydel;99;353
2007;Kvinner;Oslo;301;Oslo;3;;;Lovisenberg;17;Boomr Helse Sør-Øst RHF;4;Gamle Oslo;1;19182
2007;Kvinner;Oslo;301;Oslo;3;;;Lovisenberg;17;Boomr Helse Sør-Øst RHF;4;Grünerløkka;2;20417
2007;Kvinner;Oslo;301;Oslo;3;;;Lovisenberg;17;Boomr Helse Sør-Øst RHF;4;Sagene;3;16330
2007;Kvinner;Oslo;301;Oslo;3;;;Lovisenberg;17;Boomr Helse Sør-Øst RHF;4;St. Hanshaugen;4;15073
2007;Kvinner;Oslo;301;Oslo;3;;;Lovisenberg;17;Boomr Helse Sør-Øst RHF;4;Sentrum;16;285
2007;Kvinner;Oslo;301;Oslo;3;;;Diakonhjemmet;18;Boomr Helse Sør-Øst RHF;4;Frogner;5;24146
2007;Kvinner;Oslo;301;Oslo;3;;;Diakonhjemmet;18;Boomr Helse Sør-Øst RHF;4;Ullern;6;15247
2007;Kvinner;Oslo;301;Oslo;3;;;Diakonhjemmet;18;Boomr Helse Sør-Øst RHF;4;Vestre Aker;7;21946
2007;Kvinner;Kongsvinger;402;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;8907
2007;Kvinner;Hamar;403;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;14378
2007;Kvinner;Ringsaker;412;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;16089
2007;Kvinner;Løten;415;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3652
2007;Kvinner;Stange;417;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;9505
2007;Kvinner;Nord-Odal;418;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2541
2007;Kvinner;Sør-Odal;419;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3961
2007;Kvinner;Eidskog;420;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3209
2007;Kvinner;Grue;423;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2593
2007;Kvinner;Åsnes;425;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3811
2007;Kvinner;Våler;426;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1929
2007;Kvinner;Elverum;427;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;9946
2007;Kvinner;Trysil;428;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3335
2007;Kvinner;Åmot;429;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2125
2007;Kvinner;Stor-Elvdal;430;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1320
2007;Kvinner;Rendalen;432;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1006
2007;Kvinner;Engerdal;434;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;738
2007;Kvinner;Tolga;436;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;829
2007;Kvinner;Tynset;437;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2752
2007;Kvinner;Alvdal;438;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1214
2007;Kvinner;Folldal;439;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;812
2007;Kvinner;Os;441;Hedmark;4;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;991
2007;Kvinner;Lillehammer;501;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;13245
2007;Kvinner;Gjøvik;502;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;14414
2007;Kvinner;Dovre;511;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1407
2007;Kvinner;Lesja;512;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1055
2007;Kvinner;Skjåk;513;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1148
2007;Kvinner;Lom;514;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1159
2007;Kvinner;Vågå;515;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1851
2007;Kvinner;Nord-Fron;516;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2879
2007;Kvinner;Sel;517;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2985
2007;Kvinner;Sør-Fron;519;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1584
2007;Kvinner;Ringebu;520;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2258
2007;Kvinner;Øyer;521;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2412
2007;Kvinner;Gausdal;522;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3063
2007;Kvinner;Østre Toten;528;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;7298
2007;Kvinner;Vestre Toten;529;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;6277
2007;Kvinner;Jevnaker;532;Oppland;5;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;3200
2007;Kvinner;Lunner;533;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;4287
2007;Kvinner;Gran;534;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;6673
2007;Kvinner;Søndre Land;536;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;2922
2007;Kvinner;Nordre Land;538;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3366
2007;Kvinner;Sør-Aurdal;540;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1553
2007;Kvinner;Etnedal;541;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;682
2007;Kvinner;Nord-Aurdal;542;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;3276
2007;Kvinner;Vestre Slidre;543;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1076
2007;Kvinner;Øystre Slidre;544;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;1593
2007;Kvinner;Vang;545;Oppland;5;;;Innlandet;19;Boomr Helse Sør-Øst RHF;4;;;787
2007;Kvinner;Drammen;602;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;30704
2007;Kvinner;Kongsberg;604;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;11896
2007;Kvinner;Ringerike;605;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;14508
2007;Kvinner;Hole;612;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;2791
2007;Kvinner;Flå;615;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;480
2007;Kvinner;Nes;616;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1759
2007;Kvinner;Gol;617;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;2217
2007;Kvinner;Hemsedal;618;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;966
2007;Kvinner;Ål;619;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;2407
2007;Kvinner;Hol;620;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;2235
2007;Kvinner;Sigdal;621;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1781
2007;Kvinner;Krødsherad;622;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1083
2007;Kvinner;Modum;623;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;6396
2007;Kvinner;Øvre Eiker;624;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;8102
2007;Kvinner;Nedre Eiker;625;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;11147
2007;Kvinner;Lier;626;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;11344
2007;Kvinner;Røyken;627;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;9074
2007;Kvinner;Hurum;628;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;4518
2007;Kvinner;Flesberg;631;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1257
2007;Kvinner;Rollag;632;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;708
2007;Kvinner;Nore og Uvdal;633;Buskerud;6;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;1263
2007;Kvinner;Horten;701;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;12750
2007;Kvinner;Holmestrand;702;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;4960
2007;Kvinner;Tønsberg;704;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;19562
2007;Kvinner;Sandefjord;706;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;21546
2007;Kvinner;Larvik;709;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;21163
2007;Kvinner;Svelvik;711;Vestfold;7;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;3242
2007;Kvinner;Sande;713;Vestfold;7;;;Vestre Viken;20;Boomr Helse Sør-Øst RHF;4;;;4006
2007;Kvinner;Hof;714;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;1529
2007;Kvinner;Re;716;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;4176
2007;Kvinner;Andebu;719;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;2547
2007;Kvinner;Stokke;720;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;5278
2007;Kvinner;Nøtterøy;722;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;10417
2007;Kvinner;Tjøme;723;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;2299
2007;Kvinner;Lardal;728;Vestfold;7;;;Vestfold;21;Boomr Helse Sør-Øst RHF;4;;;1163
2007;Kvinner;Porsgrunn;805;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;17360
2007;Kvinner;Skien;806;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;25954
2007;Kvinner;Notodden;807;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;6207
2007;Kvinner;Siljan;811;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1182
2007;Kvinner;Bamble;814;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;7022
2007;Kvinner;Kragerø;815;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;5320
2007;Kvinner;Drangedal;817;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;2057
2007;Kvinner;Nome;819;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;3322
2007;Kvinner;Bø;821;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;2789
2007;Kvinner;Sauherad;822;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;2116
2007;Kvinner;Tinn;826;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;3146
2007;Kvinner;Hjartdal;827;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;820
2007;Kvinner;Seljord;828;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1479
2007;Kvinner;Kviteseid;829;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1272
2007;Kvinner;Nissedal;830;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;662
2007;Kvinner;Fyresdal;831;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;680
2007;Kvinner;Tokke;833;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1151
2007;Kvinner;Vinje;834;Telemark;8;;;Telemark;22;Boomr Helse Sør-Øst RHF;4;;;1811
2007;Kvinner;Risør;901;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;3483
2007;Kvinner;Grimstad;904;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;9999
2007;Kvinner;Arendal;906;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;20518
2007;Kvinner;Gjerstad;911;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;1241
2007;Kvinner;Vegårshei;912;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;945
2007;Kvinner;Tvedestrand;914;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;3020
2007;Kvinner;Froland;919;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2369
2007;Kvinner;Lillesand;926;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;4597
2007;Kvinner;Birkenes;928;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2191
2007;Kvinner;Åmli;929;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;889
2007;Kvinner;Iveland;935;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;590
2007;Kvinner;Evje og Hornnes;937;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;1665
2007;Kvinner;Bygland;938;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;610
2007;Kvinner;Valle;940;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;640
2007;Kvinner;Bykle;941;Aust-Agder;9;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;444
2007;Kvinner;Kristiansand;1001;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;39992
2007;Kvinner;Mandal;1002;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;7271
2007;Kvinner;Farsund;1003;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;4687
2007;Kvinner;Flekkefjord;1004;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;4407
2007;Kvinner;Vennesla;1014;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;6439
2007;Kvinner;Songdalen;1017;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2817
2007;Kvinner;Søgne;1018;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;4999
2007;Kvinner;Marnardal;1021;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;1083
2007;Kvinner;Åseral;1026;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;446
2007;Kvinner;Audnedal;1027;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;811
2007;Kvinner;Lindesnes;1029;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2258
2007;Kvinner;Lyngdal;1032;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;3794
2007;Kvinner;Hægebostad;1034;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;773
2007;Kvinner;Kvinesdal;1037;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;2791
2007;Kvinner;Sirdal;1046;Vest-Agder;10;;;Sørlandet;23;Boomr Helse Sør-Øst RHF;4;;;886
2007;Kvinner;Eigersund;1101;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;6835
2007;Kvinner;Sandnes;1102;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;30778
2007;Kvinner;Stavanger;1103;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;59740
2007;Kvinner;Haugesund;1106;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;16280
2007;Kvinner;Sokndal;1111;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1614
2007;Kvinner;Lund;1112;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1543
2007;Kvinner;Bjerkreim;1114;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1247
2007;Kvinner;Hå;1119;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;7587
2007;Kvinner;Klepp;1120;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;7762
2007;Kvinner;Time;1121;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;7621
2007;Kvinner;Gjesdal;1122;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;4766
2007;Kvinner;Sola;1124;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;10543
2007;Kvinner;Randaberg;1127;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;4759
2007;Kvinner;Forsand;1129;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;539
2007;Kvinner;Strand;1130;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;5405
2007;Kvinner;Hjelmeland;1133;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1326
2007;Kvinner;Suldal;1134;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;1929
2007;Kvinner;Sauda;1135;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;2407
2007;Kvinner;Finnøy;1141;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1358
2007;Kvinner;Rennesøy;1142;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;1816
2007;Kvinner;Kvitsøy;1144;Rogaland;11;;;Stavanger;13;Boomr Helse Vest RHF;3;;;257
2007;Kvinner;Bokn;1145;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;409
2007;Kvinner;Tysvær;1146;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;4643
2007;Kvinner;Karmøy;1149;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;19359
2007;Kvinner;Utsira;1151;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;97
2007;Kvinner;Vindafjord;1160;Rogaland;11;;;Fonna;12;Boomr Helse Vest RHF;3;;;4006
2007;Kvinner;Bergen;1201;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;124667
2007;Kvinner;Etne;1211;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;1888
2007;Kvinner;Sveio;1216;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;2371
2007;Kvinner;Bømlo;1219;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;5371
2007;Kvinner;Stord;1221;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;8475
2007;Kvinner;Fitjar;1222;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;1430
2007;Kvinner;Tysnes;1223;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;1395
2007;Kvinner;Kvinnherad;1224;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;6539
2007;Kvinner;Jondal;1227;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;529
2007;Kvinner;Odda;1228;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;3604
2007;Kvinner;Ullensvang;1231;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;1705
2007;Kvinner;Eidfjord;1232;Hordaland;12;;;Fonna;12;Boomr Helse Vest RHF;3;;;475
2007;Kvinner;Ulvik;1233;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;540
2007;Kvinner;Granvin;1234;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;471
2007;Kvinner;Voss;1235;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;6959
2007;Kvinner;Kvam;1238;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;4086
2007;Kvinner;Fusa;1241;Hordaland;12;;;Bergen;11;Boomr Helse Vest RHF;3;;;1857
